"sitemonthyear","siteID","monthyear","year","plotID","species_richness","exotic_richness","exotic_cover","latitude","longitude","easting","northing","Dominant_NLCD_Classes"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_058",23,NA,NA,35.691954,-83.505443,273292.201,3952675.524,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_059",19,NA,NA,35.686509,-83.506609,273171.259,3952074.154,"Deciduous Forest, Evergreen Forest"
"GRSM2018-04","GRSM","2018-04","2018","GRSM_010",42,NA,NA,35.669842,-83.52603,271365.85,3950270.098,"Deciduous Forest, Evergreen Forest"
"GRSM2018-04","GRSM","2018-04","2018","GRSM_011",22,NA,NA,35.687348,-83.410274,281892.775,3951948.828,"Deciduous Forest, Evergreen Forest"
"GRSM2018-04","GRSM","2018-04","2018","GRSM_014",25,NA,NA,35.66449,-83.524234,271513.228,3949672.179,"Deciduous Forest, Evergreen Forest"
"GRSM2018-04","GRSM","2018-04","2018","GRSM_020",43,NA,NA,35.703464,-83.361003,286395.179,3953628.293,"Deciduous Forest, Evergreen Forest"
"GRSM2018-04","GRSM","2018-04","2018","GRSM_055",36,NA,NA,35.685523,-83.502232,273564.656,3951954.638,"Deciduous Forest, Evergreen Forest"
"GRSM2018-04","GRSM","2018-04","2018","GRSM_058",33,NA,NA,35.691954,-83.505443,273292.201,3952675.524,"Deciduous Forest, Evergreen Forest"
"HARV2017-07","HARV","2017-07","2017","HARV_002",16,NA,NA,42.478565,-72.259572,725254.921,4706552.291,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_005",28,NA,NA,42.489469,-72.275158,723934.837,4707721.902,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_017",19,NA,NA,42.481741,-72.26708,724626.424,4706885.042,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_018",28,NA,NA,42.432275,-72.232028,727686.891,4701485.414,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_020",35,NA,NA,42.436756,-72.228878,727929.776,4701991.474,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_022",14,NA,NA,42.434188,-72.198776,730415.353,4701787.542,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_026",18,NA,NA,42.410762,-72.247271,726510.439,4699055.568,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_027",48,2,8,42.43035,-72.253258,725947.363,4701214.858,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2017-07","HARV","2017-07","2017","HARV_030",14,2,5,42.423045,-72.218966,728795.047,4700495.504,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_005",28,NA,NA,42.489469,-72.275158,723934.837,4707721.902,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_006",10,1,2,42.403087,-72.25372,726007.307,4698186.136,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_008",23,NA,NA,42.444557,-72.226082,728131.486,4702865.242,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_011",22,NA,NA,42.455924,-72.238278,727087.305,4704094.844,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_012",26,NA,NA,42.429486,-72.239802,727057.44,4701154.786,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_013",12,NA,NA,42.392282,-72.254598,725973.872,4696983.872,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_015",25,NA,NA,42.538822,-72.182055,731404.519,4713452.726,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_016",34,NA,NA,42.45847,-72.231992,727594.914,4704394.4,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_017",20,NA,NA,42.481741,-72.26708,724626.424,4706885.042,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_018",25,NA,NA,42.432275,-72.232028,727686.891,4701485.414,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_021",16,NA,NA,42.45243,-72.250472,726097.062,4703674.283,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_022",15,NA,NA,42.434188,-72.198776,730415.353,4701787.542,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_023",32,2,22,42.414314,-72.226622,728196.771,4699505.331,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_024",23,3,49.5,42.459993,-72.25087,726037.158,4704513.024,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_027",47,1,4.5,42.43035,-72.253258,725947.363,4701214.858,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_030",12,NA,NA,42.423045,-72.218966,728795.047,4700495.504,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_033",18,NA,NA,42.538302,-72.175607,731935.953,4713412.669,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_034",16,NA,NA,42.535686,-72.177968,731751.748,4713115.656,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_035",9,NA,NA,42.539966,-72.178072,731727.362,4713590.729,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_059",35,3,3,42.480806,-72.275442,723942.441,4706759.14,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2018-07","HARV","2018-07","2018","HARV_063",42,NA,NA,42.444983,-72.22125,728527.36,4702925.544,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_005",27,NA,NA,42.489469,-72.275158,723934.837,4707721.902,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_012",23,1,0.5,42.429486,-72.239802,727057.44,4701154.786,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_015",25,NA,NA,42.538822,-72.182055,731404.519,4713452.726,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_021",16,NA,NA,42.45243,-72.250472,726097.062,4703674.283,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_022",13,NA,NA,42.434188,-72.198776,730415.353,4701787.542,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_033",15,NA,NA,42.538302,-72.175607,731935.953,4713412.669,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_059",23,NA,NA,42.480806,-72.275442,723942.441,4706759.14,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HARV2019-07","HARV","2019-07","2019","HARV_063",38,NA,NA,42.444983,-72.22125,728527.36,4702925.544,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_002",8,NA,NA,63.871137,-149.240038,389947.725,7084586.49,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_003",9,NA,NA,63.865625,-149.22988,390425.187,7083955.18,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_004",18,NA,NA,63.863602,-149.273634,388267.786,7083805.646,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_006",8,NA,NA,63.869587,-149.287603,387605.429,7084496.79,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_007",7,NA,NA,63.878349,-149.27729,388146.822,7085454.579,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_010",25,NA,NA,63.877229,-149.263771,388806.195,7085306.145,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_012",10,NA,NA,63.869816,-149.272955,388325.815,7084496.634,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_014",18,NA,NA,63.886767,-149.27372,388355.538,7086385.854,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_016",15,NA,NA,63.877347,-149.202686,391806.164,7085214.323,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_017",24,NA,NA,63.866487,-149.260447,388927.029,7084103.935,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_018",13,NA,NA,63.862657,-149.249125,389468.126,7083657.748,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_020",28,NA,NA,63.871707,-149.271288,388415.202,7084704.268,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_023",13,NA,NA,63.887447,-149.28229,387937.601,7086476.629,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_024",16,NA,NA,63.881157,-149.287307,387666.18,7085784.879,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_025",23,NA,NA,63.87307,-149.287886,387605.469,7084885.234,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_027",20,NA,NA,63.867913,-149.2557,389165.806,7084254.533,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_028",30,NA,NA,63.871278,-149.265115,388716.652,7084645.744,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_029",25,NA,NA,63.869787,-149.256455,389136.121,7084464.555,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2017-07","HEAL","2017-07","2017","HEAL_077",16,NA,NA,63.89218,-149.27171,388475.663,7086985.218,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_001",13,NA,NA,63.888391,-149.20477,391746.35,7086447.88,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_002",11,NA,NA,63.871137,-149.240038,389947.725,7084586.49,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_003",13,NA,NA,63.865625,-149.22988,390425.187,7083955.18,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_004",18,NA,NA,63.863602,-149.273634,388267.786,7083805.646,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_005",10,NA,NA,63.897743,-149.22509,390785.3,7087524.215,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_006",11,NA,NA,63.869587,-149.287603,387605.429,7084496.79,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_007",9,NA,NA,63.878349,-149.27729,388146.822,7085454.579,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_008",13,NA,NA,63.893483,-149.275436,388297.995,7087136.878,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_009",10,NA,NA,63.871058,-149.209531,391445.769,7084525.484,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_010",28,NA,NA,63.877229,-149.263771,388806.195,7085306.145,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_011",16,NA,NA,63.887139,-149.301221,387007.124,7086475.713,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_012",11,NA,NA,63.869816,-149.272955,388325.815,7084496.634,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_013",14,NA,NA,63.864486,-149.198645,391955.226,7083775.034,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_014",18,NA,NA,63.886767,-149.27372,388355.538,7086385.854,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_015",17,NA,NA,63.894285,-149.209552,391534.379,7087112.514,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_016",19,NA,NA,63.877347,-149.202686,391806.164,7085214.323,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_017",24,NA,NA,63.866487,-149.260447,388927.029,7084103.935,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_018",16,NA,NA,63.862657,-149.249125,389468.126,7083657.748,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_019",15,NA,NA,63.894643,-149.2872,387725.321,7087286.785,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_020",29,NA,NA,63.871707,-149.271288,388415.202,7084704.268,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_021",16,NA,NA,63.8907,-149.264221,388837.356,7086807.307,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_022",10,NA,NA,63.887475,-149.212621,391357.448,7086359.286,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_023",10,NA,NA,63.887447,-149.28229,387937.601,7086476.629,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_024",17,NA,NA,63.881157,-149.287307,387666.18,7085784.879,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_025",21,NA,NA,63.87307,-149.287886,387605.469,7084885.234,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_026",13,NA,NA,63.886716,-149.18997,392466.418,7086236.316,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_027",18,NA,NA,63.867913,-149.2557,389165.806,7084254.533,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_028",26,NA,NA,63.871278,-149.265115,388716.652,7084645.744,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_029",23,NA,NA,63.869787,-149.256455,389136.121,7084464.555,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_045",9,NA,NA,63.875485,-149.21903,390996.383,7085034.699,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_046",12,NA,NA,63.873367,-149.216447,391115.029,7084794.415,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_047",11,NA,NA,63.872775,-149.220656,390906.01,7084735.666,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2018-08","HEAL","2018-08","2018","HEAL_077",20,NA,NA,63.89218,-149.27171,388475.663,7086985.218,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_001",12,NA,NA,63.888391,-149.20477,391746.35,7086447.88,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_002",8,NA,NA,63.871137,-149.240038,389947.725,7084586.49,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_003",8,NA,NA,63.865625,-149.22988,390425.187,7083955.18,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_004",17,NA,NA,63.863602,-149.273634,388267.786,7083805.646,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_005",13,NA,NA,63.897743,-149.22509,390785.3,7087524.215,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_006",11,NA,NA,63.869587,-149.287603,387605.429,7084496.79,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_007",9,NA,NA,63.878349,-149.27729,388146.822,7085454.579,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_008",11,NA,NA,63.893483,-149.275436,388297.995,7087136.878,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_009",11,NA,NA,63.871058,-149.209531,391445.769,7084525.484,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_010",22,NA,NA,63.877229,-149.263771,388806.195,7085306.145,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_011",18,NA,NA,63.887139,-149.301221,387007.124,7086475.713,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_012",13,NA,NA,63.869816,-149.272955,388325.815,7084496.634,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_013",11,NA,NA,63.864486,-149.198645,391955.226,7083775.034,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_014",16,NA,NA,63.886767,-149.27372,388355.538,7086385.854,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_015",14,NA,NA,63.894285,-149.209552,391534.379,7087112.514,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_016",17,NA,NA,63.877347,-149.202686,391806.164,7085214.323,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_017",23,NA,NA,63.866487,-149.260447,388927.029,7084103.935,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_018",14,NA,NA,63.862657,-149.249125,389468.126,7083657.748,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_019",18,NA,NA,63.894643,-149.2872,387725.321,7087286.785,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_020",30,NA,NA,63.871707,-149.271288,388415.202,7084704.268,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_021",14,NA,NA,63.8907,-149.264221,388837.356,7086807.307,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_022",12,NA,NA,63.887475,-149.212621,391357.448,7086359.286,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_023",15,NA,NA,63.887447,-149.28229,387937.601,7086476.629,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_024",17,NA,NA,63.881157,-149.287307,387666.18,7085784.879,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_025",20,NA,NA,63.87307,-149.287886,387605.469,7084885.234,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_026",14,NA,NA,63.886716,-149.18997,392466.418,7086236.316,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_027",17,NA,NA,63.867913,-149.2557,389165.806,7084254.533,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_028",24,NA,NA,63.871278,-149.265115,388716.652,7084645.744,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_029",23,NA,NA,63.869787,-149.256455,389136.121,7084464.555,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_045",10,NA,NA,63.875485,-149.21903,390996.383,7085034.699,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_046",11,NA,NA,63.873367,-149.216447,391115.029,7084794.415,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_047",11,NA,NA,63.872775,-149.220656,390906.01,7084735.666,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"HEAL2019-08","HEAL","2019-08","2019","HEAL_077",15,NA,NA,63.89218,-149.27171,388475.663,7086985.218,"Dwarf Scrub, Evergreen Forest, Shrub/Scrub"
"JERC2017-09","JERC","2017-09","2017","JERC_009",70,NA,NA,31.194989,-84.456903,742321.158,3453998.479,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2017-09","JERC","2017-09","2017","JERC_011",55,NA,NA,31.185207,-84.468204,741268.88,3452889.156,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2017-09","JERC","2017-09","2017","JERC_013",65,NA,NA,31.178468,-84.469946,741119.933,3452138.166,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2017-09","JERC","2017-09","2017","JERC_019",73,2,13.5,31.187434,-84.470663,741028.784,3453130.699,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2017-09","JERC","2017-09","2017","JERC_030",53,NA,NA,31.185097,-84.476067,740519.584,3452859.85,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2017-09","JERC","2017-09","2017","JERC_036",57,NA,NA,31.184997,-84.470422,741057.97,3452861.061,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2017-09","JERC","2017-09","2017","JERC_049",62,NA,NA,31.196488,-84.464108,741630.621,3454148.982,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_002",57,NA,NA,31.194504,-84.460062,742021.366,3453937.766,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_003",58,1,3,31.196146,-84.473242,740760.955,3454091.103,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_006",71,NA,NA,31.187671,-84.45585,742440.187,3453189.448,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_008",68,3,7.5,31.195154,-84.450932,742889.908,3454029.888,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_009",79,NA,NA,31.194989,-84.456903,742321.158,3453998.479,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_010",73,NA,NA,31.208217,-84.469499,741087.026,3455437.686,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_011",64,1,0.5,31.185207,-84.468204,741268.88,3452889.156,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_012",16,1,37,31.190203,-84.447296,743249.14,3453488.91,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_013",65,NA,NA,31.178468,-84.469946,741119.933,3452138.166,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_015",53,NA,NA,31.190611,-84.454221,742588.044,3453518.981,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_018",37,2,1.5,31.192585,-84.45826,742197.957,3453729,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_019",78,1,5,31.187434,-84.470663,741028.784,3453130.699,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_020",33,2,60,31.183807,-84.46508,741570.257,3452740.714,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
"JERC2018-09","JERC","2018-09","2018","JERC_021",58,NA,NA,31.175756,-84.469063,741210.967,3451839.408,"Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest"
